HrsWork,Educ,Earnings ,Race,Gender
0,12,40,IndEsk,Male
0,12,40,White,Male
40,12,40,Black,Male
55,12,40,White,Male
40,12,40,White,Male
60,12,40,White,Female
50,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Female
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
40,12,40,White,Male
50,12,40,White,Female
55,12,40,White,Female
40,12,40,White,Female
99,12,40,White,Male
40,12,40,White,Male
45,12,40,White,Male
40,12,40,White,Male
55,12,40,White,Male
40,12,40,White,Male
50,12,40,White,Male
0,12,40,White,Male
45,12,40,White,Male
50,12,40.3,White,Female
50,12,40.372,White,Male
40,12,40.997,White,Male
45,12,41,White,Male
52,12,41,White,Male
57,12,41,White,Male
48,12,41,White,Male
35,12,41,White,Female
40,12,41,Black,Male
50,12,41,White,Male
40,12,41,White,Male
60,12,41,White,Male
40,12,41.064,White,Male
40,12,41.51,Black,Female
40,12,41.6,White,Male
40,12,41.6,Black,Male
50,12,41.6,White,Male
40,12,41.602,White,Male
40,12,42,White,Male
40,12,42,White,Female
50,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
40,12,42,Black,Female
48,12,42,White,Male
40,12,42,White,Male
48,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
45,12,42,White,Male
45,12,42,White,Female
40,12,42,White,Female
40,12,42,White,Male
40,12,42,White,Female
45,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
40,12,42,White,Male
45,12,42,White,Male
48,12,42,White,Male
46,12,42,White,Male
40,12,42,White,Female
40,12,42,White,Male
45,12,42,White,Female
35,12,42,White,Female
40,12,42,White,Male
80,12,42,AsianPI,Male
40,12,42,White,Male
55,12,42.099,White,Male
40,12,42.5,White,Male
40,12,43,White,Male
55,12,43,White,Male
40,12,43,Black,Female
50,12,43,White,Female
0,12,43,Black,Female
40,12,43,White,Female
38,12,43,White,Female
0,12,43,White,Male
40,12,43,Black,Female
40,12,43,White,Male
40,12,43,White,Male
40,12,43,White,Male
0,12,43,White,Male
40,12,43.2,White,Female
45,12,43.208,White,Male
40,12,43.68,White,Male
40,12,43.851,White,Male
50,12,44,White,Female
37,12,44,White,Female
40,12,44,White,Male
40,12,44,White,Male
45,12,44,White,Male
40,12,44,White,Male
55,12,44,White,Male
40,12,44.196,White,Male
0,12,44.9,White,Male
40,12,45,White,Male
40,12,45,White,Male
44,12,45,White,Male
40,12,45,White,Male
0,12,45,Black,Male
40,12,45,Black,Male
0,12,45,White,Male
55,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
50,12,45,White,Male
40,12,45,White,Male
50,12,45,White,Male
47,12,45,White,Male
55,12,45,White,Male
40,12,45,White,Male
50,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
45,12,45,Black,Male
40,12,45,White,Female
60,12,45,White,Male
40,12,45,White,Female
60,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Female
50,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Female
40,12,45,Black,Male
80,12,45,White,Male
40,12,45,White,Male
50,12,45,White,Male
40,12,45,White,Male
50,12,45,White,Male
40,12,45,White,Male
40,12,45,White,Male
45,12,45,White,Male
40,12,45.298,White,Male
40,12,46,White,Male
50,12,46,White,Male
50,12,46,White,Male
40,12,46,White,Male
40,12,46,White,Male
45,12,46,White,Male
40,12,46,White,Male
70,12,46,White,Male
50,12,46.4,White,Male
40,12,46.8,White,Male
50,12,46.8,White,Male
50,12,47,White,Male
55,12,47,IndEsk,Male
40,12,47,White,Male
50,12,47,White,Male
40,12,47,White,Male
48,12,47,White,Male
45,12,47,White,Male
40,12,47,White,Male
65,12,47.025,White,Male
40,12,47.025,White,Male
40,12,47.717,White,Male
0,12,47.8,White,Male
40,12,48,White,Female
50,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
48,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
50,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
40,12,48,White,Male
52,12,48,White,Male
45,12,48,White,Male
40,12,48,White,Male
50,12,48,White,Female
50,12,48,White,Male
40,12,48.048,White,Male
50,12,48.8,White,Male
40,12,48.818,White,Male
40,12,48.818,White,Male
40,12,48.9,White,Male
40,12,49,White,Male
40,12,49,White,Female
50,12,49,White,Male
40,12,49,White,Male
40,12,49,White,Male
40,12,49,White,Male
40,12,49,White,Male
40,12,49,White,Male
65,12,49,White,Male
66,12,49,White,Female
40,12,49.2,White,Male
40,12,49.4,White,Male
50,12,49.8,White,Male
40,12,50,White,Male
50,12,50,White,Male
50,12,50,White,Male
40,12,50,Black,Male
40,12,50,White,Female
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
56,12,50,White,Male
40,12,50,White,Male
0,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
50,12,50,White,Male
40,12,50,White,Female
0,12,50,White,Female
50,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
42,12,50,White,Female
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
48,12,50,White,Male
40,12,50,Black,Male
40,12,50,White,Male
40,12,50,White,Male
48,12,50,White,Male
50,12,50,White,Male
40,12,50,White,Male
52,12,50,White,Male
40,12,50,Black,Male
50,12,50,White,Male
40,12,50,White,Female
40,12,50,White,Male
50,12,50,White,Male
40,12,50,White,Female
40,12,50,White,Male
40,12,50,White,Male
40,12,50,White,Male
50,12,50,White,Female
50,12,50,White,Male
40,12,50,White,Male
55,12,50.2,White,Male
40,12,50.35,White,Male
40,12,50.35,White,Male
40,12,50.831,White,Male
50,12,50.871,White,Male
40,12,50.9,Black,Female
48,12,50.913,White,Male
40,12,50.913,White,Male
0,12,51,White,Male
60,12,51,White,Male
40,12,51,Black,Female
75,12,51,White,Male
75,12,51.3,White,Male
40,12,51.338,White,Male
35,12,52,White,Male
42,12,52,White,Male
40,12,52,White,Male
40,12,52,White,Male
48,12,52,White,Male
40,12,52,White,Male
50,12,52,White,Male
45,12,52,White,Female
40,12,52,White,Male
40,12,52.5,White,Male
40,12,52.5,White,Male
40,12,52.587,White,Female
40,12,53,White,Male
40,12,53,White,Male
60,12,53,White,Male
43,12,53,White,Male
40,12,53,White,Male
0,12,53,White,Male
0,12,53,White,Male
40,12,53,White,Male
70,12,53.287,White,Male
40,12,53.9,Black,Male
0,12,54,White,Male
55,12,54,White,Male
50,12,54,White,Female
40,12,54,White,Male
40,12,54,White,Male
45,12,54,White,Male
40,12,54,White,Female
40,12,54.19,White,Female
60,12,54.9,White,Male
45,12,55,White,Female
45,12,55,White,Male
40,12,55,White,Male
40,12,55,White,Male
0,12,55,White,Male
70,12,55,White,Male
0,12,55,White,Male
50,12,55,White,Male
40,12,55,White,Male
40,12,55,White,Male
50,12,55,White,Male
40,12,55,IndEsk,Male
40,12,55,White,Male
40,12,55,White,Male
35,12,55.145,White,Female
40,12,56,White,Female
40,12,56,White,Male
40,12,56.8,White,Male
65,12,56.8,White,Male
40,12,57,White,Male
40,12,57,Black,Male
40,12,57,White,Male
45,12,57,White,Male
40,12,57.2,White,Male
40,12,58,White,Male
40,12,58,White,Female
48,12,58,White,Male
45,12,58,White,Female
52,12,58,White,Male
45,12,58,White,Male
40,12,58,White,Male
0,12,58,White,Male
40,12,59,White,Male
40,12,59,White,Female
40,12,59.2,White,Male
60,12,59.8,White,Male
80,12,59.925,White,Male
40,12,60,White,Male
45,12,60,White,Female
97,12,60,White,Male
60,12,60,White,Male
60,12,60,White,Male
45,12,60,White,Male
40,12,60,White,Male
40,12,60,White,Female
48,12,60,White,Male
70,12,60,White,Male
40,12,60,White,Male
40,12,60,White,Male
40,12,60,White,Male
40,12,60,Black,Female
100,12,60,White,Male
48,12,60,White,Male
40,12,60,White,Male
48,12,60,White,Male
40,12,60,White,Male
48,12,60,White,Male
40,12,60,White,Male
55,12,60,White,Male
35,12,60,White,Female
45,12,60,White,Male
45,12,60,White,Male
60,12,60,White,Male
35,12,60.198,White,Male
40,12,60.5,White,Male
55,12,61,White,Male
60,12,61,White,Male
40,12,61,White,Male
40,12,61,White,Male
45,12,61.629,White,Male
50,12,62,White,Male
40,12,62,White,Male
48,12,62,White,Male
40,12,62,White,Male
40,12,62,White,Male
0,12,62.4,White,Male
40,12,62.4,White,Male
0,12,62.4,White,Male
40,12,62.4,White,Male
50,12,63,White,Male
48,12,63,White,Male
40,12,63,White,Male
40,12,64,White,Male
40,12,65,White,Male
40,12,65,White,Male
50,12,65,White,Male
58,12,65,White,Male
45,12,65,White,Female
50,12,65,White,Male
40,12,65,Black,Male
60,12,65,White,Female
0,12,65,White,Male
50,12,65,White,Male
40,12,66,White,Female
60,12,66,White,Female
50,12,66,White,Male
84,12,67.406,White,Male
40,12,68,White,Male
40,12,69,White,Male
45,12,69,White,Male
45,12,69.079,White,Male
46,12,69.5,White,Male
50,12,70,White,Male
40,12,70,White,Male
0,12,70,White,Male
40,12,70,White,Male
40,12,70,White,Male
40,12,70,White,Male
70,12,72,White,Male
45,12,72,White,Male
40,12,72,White,Male
40,12,73.771,White,Male
67,12,74,White,Male
45,12,74,White,Female
50,12,75,White,Female
60,12,75,White,Male
56,12,75,White,Male
40,12,75,White,Male
42,12,75,White,Male
40,12,75,White,Male
40,12,75,Black,Male
40,12,75,White,Male
40,12,76,White,Male
80,12,76,White,Male
56,12,76,Black,Female
55,12,76,White,Male
45,12,76.83,White,Male
40,12,77.79,White,Male
50,12,78,White,Male
50,12,80,White,Male
72,12,80,White,Male
60,12,80,White,Male
50,12,80,White,Male
40,12,82,White,Male
0,12,82.925,White,Male
40,12,84,White,Male
55,12,84.225,White,Male
72,12,87,White,Female
65,12,90,White,Male
40,12,91,White,Male
40,12,91,White,Male
60,12,92,White,Male
50,12,94,White,Male
50,12,97,White,Male
55,12,98,White,Male
50,12,99.925,White,Male
50,12,100,White,Male
44,12,100,White,Male
54,12,100,Black,Male
80,12,102.678,White,Male
40,12,104,White,Female
50,12,104,White,Female
40,12,108,White,Male
40,12,109.139,Black,Male
43,12,110,White,Male
50,12,120,White,Male
40,12,123.925,White,Male
40,12,125,White,Male
40,12,132,IndEsk,Male
50,12,132,White,Male
55,12,135,White,Male
40,12,348.516,White,Male
40,12,492.657,White,Male
99,11.5,0.5,White,Male
40,11.5,1.2,White,Male
40,11.5,2.655,Black,Male
40,11.5,6.3,White,Male
0,11.5,7.7,White,Male
40,11.5,7.8,AsianPI,Female
40,11.5,9,White,Male
35,11.5,9.44,White,Male
50,11.5,10,Black,Female
40,11.5,10.64,Black,Female
40,11.5,11,Black,Female
40,11.5,11.128,White,Male
40,11.5,11.5,Black,Male
40,11.5,13,Black,Female
40,11.5,13.52,Black,Male
50,11.5,14,White,Male
50,11.5,15,White,Female
40,11.5,16.08,White,Male
55,11.5,18,White,Male
40,11.5,20,White,Male
40,11.5,20,White,Female
40,11.5,20,White,Male
40,11.5,20,White,Male
40,11.5,21,White,Male
40,11.5,21.5,White,Male
50,11.5,23.001,White,Male
50,11.5,23.4,IndEsk,Male
40,11.5,25,White,Male
40,11.5,27.04,White,Male
40,11.5,28,White,Female
40,11.5,28.905,Black,Male
62,11.5,30,Black,Female
40,11.5,30,White,Male
40,11.5,30,White,Male
40,11.5,30,White,Male
45,11.5,34,White,Male
50,11.5,35,White,Male
40,11.5,35,White,Male
40,11.5,35.576,White,Male
40,11.5,37,White,Male
60,11.5,38,White,Male
40,11.5,38,White,Male
60,11.5,43,White,Male
45,11.5,45,White,Male
40,11.5,47.375,White,Female
40,11.5,49.241,Black,Male
40,11.5,50,White,Male
35,11.5,55,White,Male
40,11.5,60,White,Male
40,11,2,White,Female
40,11,2.9,Black,Female
50,11,2.94,Black,Female
40,11,3,Black,Female
36,11,3.8,White,Female
35,11,4.048,White,Female
40,11,5,Black,Female
36,11,5,White,Female
40,11,5.72,White,Male
40,11,6,White,Male
40,11,7.3,White,Male
40,11,7.8,White,Male
35,11,8,White,Female
0,11,8.4,White,Male
43,11,8.8,IndEsk,Male
40,11,9,White,Male
35,11,9,White,Female
40,11,9.5,White,Female
40,11,9.5,White,Male
40,11,9.6,White,Male
40,11,10,Black,Male
40,11,10,Black,Male
40,11,10.064,White,Female
40,11,10.4,Black,Female
40,11,10.92,White,Female
40,11,11,White,Male
0,11,11,White,Female
40,11,11.44,Black,Male
40,11,11.44,White,Female
40,11,11.92,White,Female
40,11,12,White,Male
40,11,12,Black,Female
45,11,12,White,Male
40,11,12.5,White,Female
40,11,12.6,White,Male
56,11,12.96,White,Male
40,11,13,White,Male
40,11,13.208,Black,Female
38,11,14,White,Male
40,11,14,White,Male
44,11,14,Black,Female
40,11,14,Black,Female
40,11,15,White,Female
65,11,15,White,Male
45,11,15,White,Female
40,11,15,White,Male
40,11,15,White,Male
40,11,15,White,Male
40,11,15,White,Female
40,11,15,White,Male
40,11,15.34,Black,Male
40,11,15.6,White,Male
50,11,15.611,White,Male
40,11,15.96,White,Female
40,11,16,Black,Male
40,11,16.04,Black,Female
40,11,17,Black,Female
50,11,17,White,Male
40,11,17.264,White,Female
40,11,17.472,AsianPI,Male
40,11,18,White,Female
40,11,18,Black,Female
40,11,18,White,Male
55,11,18,White,Female
40,11,18.72,White,Male
40,11,19,IndEsk,Female
40,11,19,Black,Female
40,11,19.019,White,Male
40,11,20,White,Male
40,11,20,White,Male
40,11,20,Black,Male
43,11,20,Black,Female
40,11,20,White,Female
50,11,20,Black,Male
40,11,20,White,Male
80,11,20,White,Male
40,11,20.8,White,Female
36,11,21,White,Male
40,11,21.526,White,Female
40,11,22,White,Female
40,11,22.62,White,Male
40,11,22.62,White,Male
40,11,23,White,Female
40,11,23,Black,Male
0,11,23.4,White,Female
40,11,24,White,Male
42,11,24,White,Male
48,11,24,White,Female
0,11,24.96,White,Male
50,11,25,White,Male
40,11,25,Black,Male
40,11,25,White,Male
40,11,25,White,Male
40,11,25.082,White,Male
40,11,26,White,Female
40,11,26,White,Female
40,11,26,White,Male
35,11,26,White,Female
40,11,28,AsianPI,Female
40,11,28,White,Male
40,11,28,White,Male
40,11,28,Black,Male
40,11,28,White,Female
55,11,28,White,Male
40,11,28.6,White,Male
40,11,28.75,White,Male
40,11,30,White,Male
50,11,30,White,Male
50,11,30,White,Female
45,11,30,White,Male
40,11,30,White,Male
40,11,30,White,Male
50,11,30.8,White,Female
44,11,31.376,White,Male
40,11,33.235,Black,Male
0,11,34.4,White,Female
50,11,35,White,Male
40,11,35,IndEsk,Male
40,11,36,White,Male
50,11,37,White,Male
55,11,37,White,Male
35,11,37,White,Male
40,11,38,White,Male
0,11,38,White,Male
40,11,38,White,Male
45,11,38.6,White,Male
40,11,40,Black,Male
45,11,40,White,Male
40,11,42,Black,Female
50,11,43,White,Male
52,11,45,White,Female
40,11,47,White,Female
40,11,49.537,White,Male
0,11,50,White,Male
40,11,50,White,Male
70,11,54,White,Male
40,11,55,White,Male
40,11,56.55,White,Male
40,11,60.6,White,Male
40,11,70,White,Male
35,10,0.75,White,Female
40,10,0.842,White,Female
40,10,2,White,Female
40,10,2.5,White,Female
40,10,2.5,White,Female
60,10,3,White,Female
40,10,3.2,White,Male
36,10,5.1,White,Male
40,10,5.5,White,Female
40,10,6,White,Male
45,10,6,White,Male
40,10,6.5,White,Female
40,10,6.6,White,Male
40,10,7,White,Male
40,10,7.67,Black,Female
40,10,8,White,Female
40,10,9,AsianPI,Female
48,10,9,White,Female
40,10,9.754,White,Male
40,10,10,White,Male
40,10,10,White,Female
40,10,10,Black,Male
40,10,10.4,Black,Female
40,10,10.4,White,Female
35,10,11,White,Female
40,10,11,White,Male
0,10,11.44,Black,Male
40,10,12,White,Female
40,10,12,White,Male
0,10,12,White,Male
55,10,12,White,Male
40,10,12.999,White,Male
40,10,13,White,Female
39,10,13.08,White,Female
0,10,13.6,White,Male
40,10,14,Black,Female
40,10,14,White,Female
40,10,14.2,White,Male
40,10,14.2,White,Male
40,10,14.248,Black,Female
40,10,14.56,White,Female
40,10,15,White,Female
40,10,15,Black,Male
40,10,15,White,Male
36,10,15.36,White,Male
40,10,16.422,White,Female
40,10,16.64,White,Female
0,10,17,White,Male
40,10,17,Black,Female
45,10,17,White,Male
55,10,17.5,White,Female
40,10,17.9,White,Female
0,10,18,White,Female
50,10,18,White,Male
40,10,18,Black,Male
40,10,18,White,Female
40,10,18,White,Male
40,10,18.2,White,Female
40,10,18.72,White,Male
40,10,18.8,White,Female
40,10,19,White,Male
52,10,19.98,White,Male
40,10,20,White,Female
40,10,20,White,Male
35,10,20,White,Male
45,10,21,White,Female
40,10,21,White,Male
48,10,21.6,White,Male
50,10,22,White,Male
40,10,22,White,Male
40,10,22.1,White,Male
40,10,23,IndEsk,Female
40,10,23,White,Male
0,10,23,White,Male
50,10,24,White,Male
55,10,24,White,Male
40,10,24.4,White,Male
40,10,25,Black,Male
48,10,25,White,Male
50,10,25,White,Male
40,10,25,White,Female
40,10,25,White,Male
40,10,27.2,White,Male
0,10,27.9,White,Male
40,10,28,White,Male
55,10,28.5,White,Male
40,10,28.8,White,Male
40,10,30,White,Male
0,10,30,White,Male
40,10,30,White,Male
40,10,30,White,Male
50,10,30,White,Male
50,10,31,White,Male
40,10,31.169,White,Male
40,10,31.2,Black,Female
40,10,31.2,White,Female
72,10,32,White,Male
75,10,32.479,White,Male
40,10,33,White,Male
45,10,33,White,Male
60,10,34,IndEsk,Male
40,10,34,Black,Male
35,10,35,White,Male
40,10,35,White,Male
40,10,35,White,Male
40,10,36,White,Male
40,10,38,White,Male
40,10,38,White,Male
40,10,40,White,Female
40,10,40,White,Male
65,10,40,IndEsk,Male
40,10,40,White,Male
50,10,45,White,Male
35,10,51.5,White,Male
50,10,55,White,Male
40,10,64,White,Male
40,10,77.005,White,Male
35,10,94,White,Male
40,9,0.412,Black,Male
0,9,3,White,Male
45,9,4,White,Male
50,9,8,White,Female
40,9,9,White,Female
35,9,9.079,White,Female
40,9,10,White,Female
38,9,11,White,Female
38,9,11,White,Female
45,9,11,Black,Female
40,9,11.25,White,Male
40,9,12,White,Male
40,9,12,White,Female
40,9,12.48,White,Male
38,9,12.5,White,Female
40,9,12.5,White,Female
40,9,13,White,Male
40,9,13.52,AsianPI,Male
40,9,14,White,Male
40,9,14.7,Black,Male
40,9,15,White,Male
40,9,15.4,AsianPI,Male
40,9,15.6,White,Female
40,9,15.6,White,Male
40,9,16.64,White,Male
40,9,17.85,White,Male
40,9,18,Black,Female
47,9,18,White,Female
40,9,18,White,Female
40,9,18.3,White,Male
40,9,20,White,Male
40,9,22,White,Female
40,9,22,White,Female
40,9,23,White,Male
40,9,26,White,Female
40,9,27,White,Female
60,9,29,White,Male
40,9,32,White,Male
40,9,35,White,Male
40,9,40.631,White,Male
40,9,41,White,Male
40,9,44,White,Male
55,9,45,White,Male
40,9,56,White,Male
40,9,60,White,Male
40,9,306.731,White,Male
40,8,2,White,Male
47,8,2,White,Female
50,8,2.5,White,Male
40,8,3,White,Female
48,8,3,White,Male
40,8,3.5,White,Female
35,8,3.6,White,Female
48,8,4.5,White,Male
40,8,5,White,Male
40,8,5.2,White,Male
45,8,6,White,Male
40,8,6.4,White,Female
40,8,6.51,White,Male
40,8,7,White,Female
40,8,7,White,Male
40,8,7,White,Male
40,8,7,White,Male
40,8,8,White,Female
40,8,9,White,Male
40,8,9.52,White,Female
40,8,9.6,White,Male
36,8,10,White,Female
40,8,10,White,Male
40,8,10,White,Female
40,8,10,White,Male
40,8,10,White,Female
40,8,10,AsianPI,Male
50,8,10,White,Male
50,8,10,White,Male
50,8,10,White,Male
40,8,10.4,White,Female
60,8,11,White,Male
40,8,11,White,Female
36,8,11,White,Female
0,8,11,White,Female
40,8,11.167,White,Female
40,8,11.24,White,Male
40,8,11.544,White,Female
40,8,12,White,Female
40,8,12,White,Male
45,8,12,White,Male
48,8,12,White,Male
50,8,12,White,Male
35,8,12,White,Male
40,8,12,White,Female
40,8,12.24,White,Male
40,8,12.5,White,Female
40,8,12.5,White,Male
35,8,13,White,Female
40,8,13,Black,Female
42,8,13,White,Female
40,8,13,White,Male
40,8,13,White,Male
40,8,13,White,Male
40,8,13,White,Female
40,8,13,White,Male
40,8,13.5,White,Male
40,8,13.945,White,Male
40,8,14,White,Female
40,8,15,White,Male
40,8,15,White,Male
40,8,15,White,Female
40,8,15,White,Male
35,8,15.6,White,Male
40,8,15.6,White,Male
40,8,15.9,AsianPI,Female
40,8,16,White,Male
35,8,16,White,Female
45,8,16,White,Male
40,8,16,White,Male
42,8,16,White,Female
40,8,16.9,White,Male
40,8,17,White,Male
40,8,17,White,Female
40,8,17,White,Female
40,8,17,White,Male
35,8,17.5,White,Female
40,8,17.6,White,Male
40,8,17.68,White,Female
40,8,18,White,Male
40,8,18,White,Male
40,8,18,White,Female
48,8,18,White,Male
40,8,18,White,Male
40,8,18,White,Male
40,8,19,White,Female
40,8,19,White,Female
40,8,19,White,Female
40,8,19,White,Male
40,8,20,White,Male
50,8,20,White,Male
40,8,20,White,Male
40,8,21,White,Female
40,8,22,White,Male
40,8,22,White,Male
40,8,22.36,White,Male
60,8,23,White,Male
40,8,24,White,Male
40,8,24.3,White,Male
50,8,25,Black,Male
40,8,25,White,Male
40,8,25,White,Male
40,8,25,White,Male
40,8,25,White,Male
39,8,25,White,Male
40,8,25.627,White,Male
45,8,27,White,Male
0,8,28,White,Male
40,8,28.8,White,Male
40,8,29,White,Male
40,8,30,White,Male
40,8,30,White,Male
50,8,30,White,Male
42,8,30,White,Male
40,8,30,White,Male
40,8,30,Black,Male
40,8,31.169,White,Male
40,8,32,White,Male
45,8,33,White,Male
50,8,34.324,White,Male
40,8,35,White,Male
40,8,36,White,Male
40,8,38,White,Female
40,8,41.6,White,Male
40,8,43,White,Male
0,8,45,White,Male
50,8,46,White,Male
40,8,46,White,Male
55,8,47,White,Male
40,8,50,White,Male
55,8,50,White,Male
66,8,52,White,Male
40,8,58,White,Female
40,8,60,White,Male
40,8,60,White,Male
