year,female,earnings,male
1992,0,8.132573,1
1992,1,14.49226,0
1992,1,13.9639,0
1992,1,10.56178,0
1992,0,10.054,1
1992,0,20.10801,1
1992,0,4.3936,1
1992,1,17.42694,0
1992,1,11.17112,0
1992,1,13.40534,0
1992,1,13.40534,0
1992,1,5.585559,0
1992,0,12.84678,1
1992,1,12.76699,0
1992,1,11.72967,0
1992,1,8.936893,0
1992,1,15.63956,0
1992,1,16.8808,0
1992,0,22.34224,1
1992,1,9.309264,0
1992,1,13.88942,0
1992,1,20.10801,0
1992,0,22.34224,1
1992,0,22.34224,1
1992,0,11.68671,1
1992,1,15.88781,0
1992,1,11.15324,0
1992,0,5.808981,1
1992,1,10.054,0
1992,0,19.54946,1
1992,0,14.89482,1
1992,1,13.31225,0
1992,1,12.28823,0
1992,1,12.28823,0
1992,0,15.63956,1
1992,0,12.51165,1
1992,0,22.34224,1
1992,0,12.84678,1
1992,0,6.561356,1
1992,0,13.71813,1
1992,0,11.17112,1
1992,0,27.92779,1
1992,1,18.71917,0
1992,1,42.45024,0
1992,1,16.75668,0
1992,0,22.34224,1
1992,0,17.87379,1
1992,1,19.54946,0
1992,0,17.87379,1
1992,1,12.28823,0
1992,1,10.61256,0
1992,1,15.88781,0
1992,1,16.75668,0
1992,1,15.63956,0
1992,0,25.13501,1
1992,1,10.054,0
1992,1,7.660194,0
1992,1,22.34224,0
1992,0,38.23005,1
1992,1,24.8247,0
1992,0,13.9639,1
1992,0,2.978965,1
1992,1,13.40534,0
1992,1,29.61645,0
1992,0,15.63956,1
1992,1,22.34224,0
1992,0,25.13501,1
1992,0,12.56751,1
1992,0,8.132573,1
1992,1,11.46509,0
1992,0,48.0358,1
1992,1,6.70267,0
1992,0,5.687114,1
1992,0,27.2296,1
1992,1,16.01193,0
1992,1,20.4074,0
1992,0,31.13614,1
1992,1,22.34224,0
1992,1,27.92779,0
1992,1,14.36286,0
1992,1,13.9639,0
1992,1,18.9909,0
1992,0,30.53439,1
1992,1,22.34224,0
1992,0,43.56736,1
1992,0,19.54946,1
1992,0,13.40534,1
1992,0,17.42694,1
1992,1,16.53325,0
1992,1,15.63956,0
1992,1,19.54946,0
1992,1,12.94869,0
1992,1,19.85976,0
1992,1,13.40534,0
1992,0,24.28504,1
1992,0,16.75668,1
1992,0,18.08657,1
1992,1,13.9639,0
1992,0,13.18192,1
1992,1,19.54946,0
1992,1,20.10801,0
1992,1,15.08101,0
1992,1,9.309264,0
1992,1,16.59709,0
1992,0,12.10949,1
1992,0,11.17112,1
1992,0,22.34224,1
1992,0,15.65967,1
1992,1,16.41707,0
1992,1,13.40534,0
1992,0,11.17112,1
1992,0,17.31523,1
1992,1,14.52245,0
1992,1,11.72967,0
1992,0,11.61796,1
1992,1,6.70267,0
1992,0,13.9639,1
1992,1,39.09891,0
1992,1,6.70267,0
1992,1,14.84517,0
1992,0,11.17112,1
1992,1,20.10801,0
1992,0,33.51335,1
1992,1,22.34224,0
1992,1,13.40534,0
1992,1,12.22577,0
1992,1,13.85218,0
1992,0,12.98967,1
1992,0,11.17112,1
1992,1,19.6634,0
1992,1,29.0449,0
1992,0,14.89482,1
1992,1,16.19812,0
1992,1,13.9639,0
1994,1,14.98566,0
1994,0,6.043214,1
1994,0,14.80588,1
1994,1,19.03613,0
1994,0,20.62247,1
1994,0,18.50735,1
1994,0,12.16197,1
1994,0,9.165542,1
1994,1,4.23025,0
1994,0,6.284943,1
1994,1,20.64765,0
1994,0,12.16197,1
1994,0,11.80535,1
1994,1,18.50735,0
1994,0,15.86344,1
1994,0,11.10441,1
1994,1,13.74831,0
1994,0,29.08297,1
1994,1,14.29031,0
1994,0,15.86344,1
1994,1,11.3688,0
1994,1,10.63606,0
1994,1,6.874156,0
1994,1,14.45106,0
1994,1,10.39544,0
1994,0,14.38285,1
1994,0,13.21953,1
1994,0,21.15125,1
1994,0,12.22072,1
1994,1,21.56598,0
1994,1,10.04684,0
1994,0,22.84335,1
1994,1,18.50735,0
1994,0,15.86344,1
1994,1,23.26638,0
1994,1,10.46025,0
1994,0,20.09369,1
1994,1,17.97856,0
1994,0,18.50735,1
1994,0,13.21953,1
1994,0,18.33108,1
1994,1,14.10083,0
1994,0,12.86701,1
1994,0,28.55419,1
1994,0,13.21953,1
1994,0,16.921,1
1994,1,9.870584,0
1994,1,20.09369,0
1994,1,13.21953,0
1994,0,16.921,1
1994,1,26.43906,0
1994,0,8.18352,1
1994,0,20.98733,1
1994,1,7.543065,0
1994,1,11.63319,0
1994,1,12.45574,0
1994,0,18.80111,1
1994,0,9.577925,1
1994,0,10.04684,1
1994,1,10.57563,0
1994,1,6.874156,0
1994,1,12.33823,0
1994,1,12.69075,0
1994,0,28.20167,1
1994,1,19.74117,0
1994,1,15.86344,0
1994,0,13.5368,1
1994,1,10.57563,0
1994,1,21.73879,0
1994,1,15.04089,0
1994,0,17.97856,1
1994,1,10.57563,0
1994,0,20.68122,1
1994,1,15.34976,0
1994,1,12.16197,0
1994,1,11.63319,0
1994,0,12.69075,1
1994,1,7.149123,0
1994,0,16.32665,1
1994,1,10.34061,0
1994,0,14.80588,1
1994,1,15.19347,0
1994,1,18.35787,0
1994,0,25.84524,1
1994,0,24.32394,1
1994,0,7.465147,1
1994,1,12.43694,0
1994,0,19.99755,1
1994,1,15.04089,0
1994,1,14.57086,0
1994,1,9.518063,0
1994,0,20.62247,1
1994,0,18.39239,1
1994,1,32.31441,0
1994,1,4.23025,0
1994,0,22.73759,1
1994,1,13.74831,0
1994,1,15.86344,0
1994,1,9.064822,0
1994,0,16.65661,1
1994,1,16.921,0
1994,0,15.86344,1
1994,0,9.229636,1
1994,0,9.729576,1
1994,1,22.20881,0
1994,0,12.50274,1
1994,0,28.02541,1
1994,0,18.47209,1
1994,1,11.53705,0
1994,1,11.63319,0
1994,1,18.33108,0
1994,0,21.15125,1
1994,0,35.80672,1
1994,1,12.16197,0
1994,1,21.15125,0
1994,1,8.619135,0
1994,1,15.07027,0
1994,0,25.3815,1
1994,0,17.44978,1
1994,1,12.69075,0
1994,0,19.38865,1
1994,0,13.21953,1
1994,0,15.65193,1
1994,1,22.84335,0
1994,1,11.54913,0
1994,0,16.921,1
1994,0,16.12783,1
1994,0,23.79516,1
1994,1,22.20881,0
1994,0,12.69075,1
1994,0,11.98571,1
1994,0,33.31322,1
1994,1,24.34192,0
1994,1,13.74831,0
1994,0,12.14434,1
1994,0,19.03613,1
1994,0,7.804811,1
1994,0,23.79516,1
1994,1,13.74831,0
1994,0,25.3815,1
1994,1,21.54978,0
1994,1,19.38865,0
1994,0,14.80588,1
1994,0,41.24494,1
1994,1,15.01739,0
1994,1,13.95983,0
1994,1,37.01469,0
1994,0,20.09369,1
1994,1,16.921,0
1994,1,13.89939,0
1994,0,10.57563,1
1994,1,12.16197,0
1994,1,16.921,0
1994,0,17.25497,1
1994,0,21.15125,1
1994,0,14.54149,1
1994,0,18.39239,1
1994,0,21.78579,1
1994,1,19.03613,0
1994,1,14.58966,0
1994,0,21.15125,1
1994,1,17.44978,0
1994,1,8.470644,0
1994,1,18.50735,0
1994,0,13.21953,1
1994,1,18.50735,0
1994,0,18.50735,1
1994,1,16.39222,0
1994,1,16.45097,0
1994,1,12.64845,0
1994,0,21.15125,1
1994,1,21.15125,0
1994,0,8.037476,1
1994,0,22.51433,1
1994,0,19.22414,1
1994,1,8.953324,0
1994,0,10.27346,1
1994,0,16.921,1
1994,0,21.15125,1
1994,1,14.10083,0
1994,0,22.03255,1
1994,1,10.98238,0
1994,0,20.3052,1
1994,0,19.84692,1
1994,1,10.57563,0
1994,1,20.09369,0
1994,1,14.80588,0
1994,0,29.00743,1
1994,1,21.15125,0
1994,0,14.45335,1
1994,0,21.15125,1
1994,0,26.43906,1
1994,1,25.3815,0
1994,1,10.04684,0
1994,0,22.73759,1
1994,1,12.16197,0
1994,1,15.02852,0
1994,1,6.697896,0
1994,0,15.86344,1
1994,1,10.57563,0
1994,0,14.80588,1
1994,1,19.79757,0
1994,0,16.65661,1
1994,0,27.49663,1
1994,1,23.79516,0
1994,1,10.41292,0
1994,1,12.22072,0
1994,0,32.6883,1
1994,0,7.191425,1
1994,1,39.6586,0
1994,0,24.11242,1
1994,0,28.20167,1
1994,1,19.03613,0
1994,1,12.42636,0
1994,0,11.15248,1
1994,1,16.07495,0
1994,1,10.1526,0
1994,0,15.86344,1
1994,0,23.26638,1
1994,1,14.10083,0
1994,0,5.383955,1
1994,0,20.68122,1
1994,1,6.298373,0
1994,0,19.83987,1
1994,1,13.74831,0
1994,1,18.12964,0
1994,0,16.921,1
1994,0,15.51092,1
1994,0,6.874156,1
1994,1,15.86344,0
1994,1,12.16197,0
1994,0,12.16197,1
1994,0,10.3553,1
1994,0,26.79158,1
1994,0,19.03613,1
1994,0,15.86344,1
1994,0,41.24494,1
1994,0,26.43906,1
1994,0,21.15125,1
1994,1,21.68003,0
1994,0,26.43906,1
1994,0,5.499325,1
1994,0,13.41299,1
1994,1,11.7507,0
1994,1,20.91624,0
1994,1,13.48392,0
1994,0,14.80588,1
1994,0,15.86344,1
1994,1,21.15125,0
1994,0,22.84335,1
1994,1,11.14375,0
1994,0,27.83059,1
1994,1,15.86344,0
1994,0,23.26638,1
1994,0,7.931719,1
1994,0,8.248988,1
1994,0,21.68003,1
1994,1,17.25497,0
1994,1,9.518063,0
1994,0,30.55181,1
1994,0,23.26638,1
1994,1,9.073887,0
1994,0,18.80111,1
1994,1,12.16197,0
1994,0,15.98095,1
1994,1,18.80111,0
1994,0,10.27346,1
1994,1,24.32394,0
1994,1,28.87146,0
1994,1,18.19008,0
1994,0,12.16197,1
1994,0,15.99035,1
1994,0,16.11524,1
1994,0,29.61175,1
1994,1,14.80588,0
1994,0,30.26256,1
1994,0,18.33108,1
1994,0,12.84183,1
1994,1,14.10083,0
1994,1,20.09369,0
1994,1,11.53705,0
1994,1,9.898786,0
1994,0,10.86849,1
1994,0,6.345376,1
1994,0,13.5368,1
1994,1,13.74831,0
1994,0,5.499325,1
1994,0,25.3815,1
1994,1,16.921,0
1994,0,35.42835,1
1994,1,29.08297,0
1994,1,5.640334,0
1994,1,30.55181,0
1994,0,22.35989,1
1994,0,15.86344,1
1994,1,11.63319,0
1994,0,6.874156,1
1994,1,21.68003,0
1994,0,19.56491,1
1994,0,16.921,1
1994,0,18.50735,1
1994,0,21.15125,1
1994,1,12.16197,0
1994,0,22.20881,1
1994,0,14.61359,1
1994,0,19.38865,1
1994,0,30.4578,1
1994,0,10.57563,1
1994,1,21.15125,0
1994,0,33.842,1
1994,1,20.35808,0
1994,0,34.78206,1
1994,1,19.97618,0
1994,0,29.61175,1
1994,0,12.69075,1
1994,1,12.69075,0
1994,0,28.20167,1
1994,1,22.96422,0
1994,1,19.33829,0
1994,0,23.26638,1
1994,0,17.34403,1
1994,0,7.931719,1
1994,0,24.91147,1
1994,1,30.55181,0
1994,0,21.15125,1
1994,1,10.23448,0
1994,0,23.50139,1
1994,0,11.70873,1
1994,1,22.54723,0
1994,0,24.03551,1
1994,0,18.80111,1
1994,0,17.86106,1
1994,0,12.08643,1
1994,0,10.46564,1
1994,0,38.07225,1
1994,0,12.69075,1
1994,1,10.01901,0
1994,1,17.18539,0
1994,1,15.33466,0
1994,1,10.57563,0
1994,1,20.21119,0
1994,0,32.78444,1
1994,0,23.79516,1
1994,1,11.10441,0
1994,0,12.63787,1
1994,1,11.40846,0
1994,1,16.39222,0
1994,0,13.74831,1
1994,0,12.08643,1
1994,0,13.86582,1
1994,0,20.24477,1
1994,1,9.064369,0
1994,1,9.588568,0
1994,1,13.21953,0
1994,0,14.50372,1
1994,0,12.69075,1
1994,0,19.88218,1
1994,0,26.38619,1
1994,1,16.57801,0
1994,0,27.49663,1
1994,0,13.74831,1
1994,0,14.46745,1
1994,0,8.403724,1
1994,1,13.21953,0
1994,1,14.10083,0
1994,0,23.79516,1
1994,1,15.10804,0
1994,1,15.86344,0
1994,0,8.4605,1
1994,0,12.16197,1
1994,1,20.09369,0
1994,1,8.4605,0
1994,1,16.31668,0
1994,1,15.86344,0
1994,1,31.72688,0
1994,0,8.989282,1
1994,0,14.66487,1
1994,1,24.32394,0
1994,0,8.592695,1
1994,0,26.43906,1
1994,1,21.15125,0
1994,0,25.97925,1
1994,0,18.12964,1
1994,0,8.4605,1
1994,1,22.64695,0
1994,1,16.03042,0
1994,0,13.21953,1
1994,1,12.80826,0
1994,1,7.931719,0
1994,1,18.50735,0
1994,1,13.45989,0
1994,1,7.931719,0
1994,1,16.49798,0
1994,1,10.57563,0
1994,1,19.24764,0
1994,0,5.136732,1
1994,0,12.69075,1
1994,0,21.15125,1
1994,1,7.402938,0
1994,0,25.3815,1
1994,1,16.921,0
1994,1,16.921,0
1994,1,18.50735,0
1994,0,6.345376,1
1994,1,32.99595,0
1994,0,16.921,1
1994,0,15.07027,1
1994,1,10.57563,0
1994,1,21.15178,0
1994,0,11.63319,1
1994,0,8.135097,1
1994,1,15.33466,0
1994,1,33.23768,0
1994,0,15.86344,1
1994,1,13.21953,0
1994,0,25.3815,1
1994,0,15.86344,1
1994,1,9.095038,0
1994,0,6.345376,1
1994,0,16.48293,1
1994,1,22.20881,0
1994,1,12.69075,0
1994,0,10.57563,1
1994,1,23.25429,0
1994,0,21.15125,1
1994,1,18.50735,0
1994,1,18.50735,0
1994,0,21.15125,1
1994,1,36.19214,0
1994,0,15.86344,1
1994,1,20.09369,0
1994,1,22.84335,0
1994,1,7.402938,0
1994,0,27.26161,1
1994,1,17.44978,0
1994,0,21.68003,1
1994,0,18.22634,1
1994,1,15.04993,0
1994,1,20.91624,0
1994,1,13.74831,0
1994,1,8.4605,0
1994,0,13.21953,1
1994,0,21.15125,1
1994,1,15.86344,0
1994,0,8.403724,1
1994,1,13.74831,0
1994,1,8.248988,0
1994,1,9.729576,0
1994,1,20.09369,0
1994,0,9.518063,1
1994,0,15.86344,1
1994,0,14.80588,1
1994,1,29.00743,0
1994,1,25.04753,0
1994,0,30.61365,1
1994,1,15.86344,0
1994,0,16.30409,1
1994,1,15.86344,0
1994,0,18.12964,1
1994,1,12.60075,0
1994,1,18.50735,0
1994,1,18.50735,0
1994,1,16.921,0
1994,1,15.51092,0
1994,0,10.57563,1
1994,0,9.518063,1
1994,0,18.50735,1
1994,0,19.03613,1
1994,1,21.83867,0
1994,0,23.26638,1
1994,1,31.72688,0
1994,0,9.623819,1
1994,0,20.09369,1
1994,0,18.50735,1
1994,0,14.80588,1
1994,1,7.931719,0
1994,0,12.69075,1
1994,1,14.59701,0
1994,1,11.63319,0
1994,0,13.74831,1
1994,0,8.989282,1
1994,0,12.69075,1
1994,0,14.80588,1
1994,1,18.80111,0
1994,1,21.15125,0
1994,0,21.15125,1
1994,0,8.989282,1
1994,0,8.989282,1
1994,1,25.85153,0
1994,1,14.27709,0
1994,0,7.931719,1
1994,0,39.17793,1
1994,0,10.8994,1
1994,0,20.07465,1
1994,1,9.729576,0
1994,0,21.15125,1
1994,0,23.26638,1
1994,0,25.3815,1
1994,0,25.98582,1
1994,1,12.16197,0
1994,1,15.86344,0
1994,0,21.78579,1
1994,0,23.79516,1
1994,0,13.76682,1
1994,0,12.14434,1
1994,1,15.87137,0
1994,0,12.69075,1
1994,0,31.30385,1
1994,0,34.37078,1
1994,1,13.21953,0
1994,0,10.57563,1
1994,0,6.874156,1
1994,1,6.874156,0
1994,0,14.50372,1
1994,1,14.80588,0
1994,0,23.26638,1
1994,1,13.74831,0
1994,1,13.74831,0
1994,0,22.56133,1
1994,1,14.27709,0
1994,0,16.07495,1
1994,0,13.37817,1
1994,1,20.28103,0
1994,1,11.63319,0
1994,0,14.01693,1
1994,1,11.63319,0
1994,1,20.21119,0
1994,1,18.19008,0
1994,1,5.446447,0
1994,0,14.38285,1
1994,1,23.79516,0
1994,0,17.97856,1
1994,1,10.57563,0
1994,0,15.1584,1
1994,1,13.21953,0
1994,0,26.08654,1
1994,1,31.72688,0
1994,1,19.13685,0
1994,0,11.32214,1
1994,1,14.63787,0
1994,0,23.79516,1
1994,1,15.86344,0
1994,1,14.80588,0
1994,1,21.15125,0
1994,0,26.43906,1
1994,0,12.26772,1
1994,1,20.88686,0
1994,0,17.76705,1
1994,1,9.37385,0
1994,0,21.57428,1
1994,0,16.921,1
1994,0,23.26638,1
1994,1,12.50281,0
1994,1,11.73189,0
1994,0,10.99865,1
1994,0,14.10083,1
1994,0,13.4945,1
1994,0,7.332434,1
1994,0,21.15125,1
1994,0,15.86344,1
1994,0,24.53545,1
1994,1,23.58364,0
1994,0,15.71236,1
1994,1,15.86344,0
1994,0,15.86344,1
1994,0,14.7723,1
1994,0,13.28102,1
1994,0,6.874156,1
1994,0,33.48948,1
1994,0,12.56989,1
1994,1,25.18006,0
1994,1,12.16197,0
1994,0,16.921,1
1994,0,9.518063,1
1994,0,19.56491,1
1994,0,14.29825,1
1994,1,29.61175,0
1994,1,12.69075,0
1994,0,27.23223,1
1994,1,30.14053,0
1994,1,11.16786,0
1994,1,13.32529,0
1994,1,13.74831,0
1994,1,20.56371,0
1994,0,11.63319,1
1994,0,15.86344,1
1994,1,11.10441,0
1994,0,10.57563,1
1994,0,35.25208,1
1994,1,21.62128,0
1994,1,17.82748,0
1994,0,11.7507,1
1994,1,21.15125,0
1994,1,19.48142,0
1994,0,23.79516,1
1994,1,21.83867,0
1994,1,13.09363,0
1994,0,28.84262,1
1994,1,13.74831,0
1994,1,21.15125,0
1994,1,21.15125,0
1994,1,13.21953,0
1994,0,22.20881,1
1994,1,9.400556,0
1994,0,16.45097,1
1994,1,28.20167,0
1994,0,16.45097,1
1994,1,10.57563,0
1994,1,9.729576,0
1994,0,22.66205,1
1994,0,31.15002,1
1994,1,22.20881,0
1994,0,28.20167,1
1994,0,24.85272,1
1994,0,18.50735,1
1994,0,17.39103,1
1994,0,15.86344,1
1994,0,17.81158,1
1994,1,8.989282,0
1994,0,21.15125,1
1994,1,4.713556,0
1994,1,13.41594,0
1994,0,18.63324,1
1994,0,13.63081,1
1994,1,11.43311,0
1994,0,13.21953,1
1994,1,17.44978,0
1994,1,16.07495,0
1994,1,11.21016,0
1994,0,33.842,1
1994,0,28.20167,1
1994,1,23.16062,0
1994,1,15.86344,0
1994,0,25.68366,1
1994,1,28.44843,0
1994,1,14.80588,0
1994,1,14.80588,0
1994,0,11.63319,1
1994,0,21.15125,1
1994,1,20.21119,0
1994,1,17.13251,0
1994,1,21.15125,0
1994,0,25.3815,1
1994,0,26.43906,1
1994,0,13.21953,1
1994,0,19.56491,1
1994,1,18.50735,0
1994,0,19.03613,1
1994,0,19.03613,1
1994,1,16.69836,0
1994,0,11.28067,1
1994,1,14.10083,0
1994,0,30.33089,1
1994,1,28.34268,0
1994,0,7.451009,1
1994,0,18.50735,1
1994,1,28.02541,0
1994,0,19.94261,1
1994,1,29.08297,0
1994,0,5.383955,1
1994,0,25.91028,1
1994,0,25.3815,1
1994,1,7.931719,0
1994,0,30.21607,1
1994,0,12.08643,1
1994,0,22.20881,1
1994,1,21.15125,0
1994,1,15.86344,0
1994,0,10.57563,1
1994,0,10.57563,1
1994,0,40.09925,1
1994,1,11.63319,0
1994,1,12.69075,0
1994,1,10.13034,0
1994,1,11.28067,0
1994,1,8.19611,0
1994,1,16.07495,0
1994,0,21.15125,1
1994,1,23.03136,0
1994,1,24.32394,0
1994,1,13.71973,0
1994,0,34.37078,1
1994,0,26.92378,1
1994,0,8.413968,1
1994,1,12.33823,0
1994,1,26.43906,0
1994,1,21.68003,0
1994,0,7.667328,1
1994,0,10.3553,1
1994,0,13.21953,1
1994,1,15.33466,0
1994,0,7.332434,1
1994,0,44.65264,1
1994,1,24.59448,0
1994,0,33.842,1
1994,0,40.87849,1
1994,1,19.56491,0
1994,0,13.21953,1
1994,1,18.50735,0
1994,1,17.76705,0
1994,0,16.70949,1
1994,1,28.55419,0
1994,1,9.870584,0
1994,1,11.45693,0
1994,1,15.44041,0
1994,0,18.50735,1
1994,0,15.56203,1
1994,0,12.22072,1
1994,1,20.56371,0
1994,0,13.21953,1
1994,0,13.36759,1
1994,0,6.367373,1
1994,0,16.49798,1
1994,0,10.84002,1
1994,0,18.50735,1
1994,0,15.51092,1
1994,0,7.699055,1
1994,0,10.17375,1
1994,1,31.49186,0
1994,0,7.974021,1
1994,1,15.01739,0
1994,0,19.74117,1
1994,0,8.813021,1
1994,1,11.92161,0
1994,1,15.51092,0
1994,0,15.86344,1
1994,0,14.80588,1
1994,1,13.5368,0
1994,1,18.80111,0
1994,1,13.21953,0
1994,1,14.27709,0
1994,0,26.65058,1
1994,1,10.57563,0
1994,1,12.69075,0
1994,1,13.74831,0
1994,0,8.4605,1
1994,1,11.45693,0
1994,0,18.50735,1
1994,0,20.07465,1
1994,1,17.97856,0
1994,0,27.49663,1
1994,1,16.71795,0
1994,0,14.27815,1
1994,0,23.50139,1
1994,0,8.989282,1
1994,0,6.874156,1
1994,0,6.874156,1
1994,0,16.71363,1
1994,1,7.402938,0
1994,0,19.03613,1
1994,0,24.32394,1
1994,0,7.520445,1
1994,0,12.69075,1
1994,1,13.5368,0
1994,0,12.69075,1
1994,1,9.835331,0
1994,0,23.50139,1
1994,1,7.931719,0
1994,1,8.4605,0
1994,1,9.518063,0
1994,1,9.180543,0
1994,1,17.53327,0
1994,0,21.71088,1
1994,1,13.21953,0
1994,0,27.49663,1
1994,1,11.7507,0
1994,0,18.33108,1
1994,0,27.49663,1
1994,0,17.86106,1
1994,0,16.65099,1
1994,1,12.33823,0
1994,1,22.84335,0
1994,0,25.3815,1
1994,0,14.27709,1
1994,0,22.66205,1
1994,1,15.86344,0
1994,1,22.4732,0
1994,0,16.18071,1
1994,0,29.08297,1
1994,1,26.43906,0
1994,0,13.21953,1
1994,1,13.21953,0
1994,1,21.15125,0
1994,0,7.792566,1
1994,0,9.400556,1
1994,1,22.4732,0
1994,1,12.69075,0
1994,0,29.08297,1
1994,1,16.71795,0
1994,1,23.97142,0
1994,1,14.47191,0
1994,1,17.44978,0
1994,1,16.921,0
1994,0,12.08643,1
1994,1,4.059331,0
1994,0,9.147916,1
1994,1,12.33823,0
1994,1,12.69075,0
1994,1,21.15125,0
1994,1,9.243497,0
1994,1,27.19447,0
1994,0,16.49798,1
1994,0,6.006955,1
1994,0,18.24295,1
1994,1,10.01901,0
1994,0,14.85875,1
1994,1,8.578008,0
1994,1,12.33823,0
1994,0,7.984597,1
1994,1,10.07202,0
1994,0,23.7364,1
1994,0,19.27114,1
1994,0,17.39103,1
1994,1,21.15125,0
1994,0,28.55419,1
1994,0,14.06558,1
1994,0,8.989282,1
1994,0,7.804811,1
1994,1,4.364544,0
1994,1,9.782454,0
1994,0,18.29583,1
1994,0,16.48293,1
1994,1,10.78661,0
1994,1,8.4605,0
1994,1,18.50735,0
1994,1,18.50735,0
1994,0,16.15187,1
1994,1,19.03613,0
1994,0,18.36819,1
1994,1,8.4605,0
1994,0,39.6586,1
1994,1,15.86344,0
1994,1,8.929167,0
1994,0,15.86344,1
1994,1,19.97618,0
1994,0,9.052735,1
1994,1,7.61445,0
1994,0,15.86344,1
1994,0,10.59766,1
1994,1,21.06665,0
1994,1,6.7684,0
1994,0,3.807225,1
1994,1,3.686361,0
1994,1,16.39222,0
1994,1,10.04684,0
1994,1,21.06665,0
1994,0,7.28543,1
1994,0,21.15125,1
1994,1,13.21953,0
1994,1,21.15125,0
1994,1,12.69075,0
1994,0,12.22072,1
1994,1,9.400556,0
1994,0,20.38212,1
1994,1,8.883526,0
1994,0,14.38285,1
1994,0,8.19611,1
1994,0,22.02427,1
1994,0,12.33823,1
1994,0,9.518063,1
1994,0,17.44978,1
1994,1,13.35868,0
1994,1,19.51203,0
1994,1,12.33823,0
1994,1,18.50735,0
1994,0,10.04684,1
1994,1,6.345376,0
1994,0,16.921,1
1994,0,13.28102,1
1994,0,11.42167,1
1994,0,14.80588,1
1994,1,19.30492,0
1994,0,14.66487,1
1994,0,8.989282,1
1994,1,13.74831,0
1994,1,24.95848,0
1994,1,21.15125,0
1994,1,21.03039,0
1994,0,19.03613,1
1994,1,11.54744,0
1994,0,8.592695,1
1994,0,13.18428,1
1994,1,10.93202,0
1994,1,13.21953,0
1994,1,5.675303,0
1994,0,29.61175,1
1994,0,14.10083,1
1994,0,13.18428,1
1994,1,7.200426,0
1994,1,15.86344,0
1994,1,16.45097,0
1994,1,11.63319,0
1994,0,12.69075,1
1994,1,12.16197,0
1994,1,12.16197,0
1994,0,18.50735,1
1994,0,8.090353,1
1994,0,15.2289,1
1994,0,23.07409,1
1994,1,19.22841,0
1994,1,11.96715,0
1994,0,19.03613,1
1994,0,21.15125,1
1994,1,14.28746,0
1994,0,10.04684,1
1994,0,35.72211,1
1994,0,14.27709,1
1994,1,15.86344,0
1994,0,19.03613,1
1994,0,16.15187,1
1994,1,20.67054,0
1994,0,18.6131,1
1994,0,38.07225,1
1994,1,24.70164,0
1994,1,17.10101,0
1994,1,15.02852,0
1994,0,18.69771,1
1994,1,20.3052,0
1994,0,30.50661,1
1994,1,25.18006,0
1994,0,16.49798,1
1994,1,26.96784,0
1994,0,10.99865,1
1994,1,9.623819,0
1994,1,14.27709,0
1994,0,19.74117,1
1994,0,19.56491,1
1994,0,9.518063,1
1994,0,16.921,1
1994,0,7.050417,1
1994,1,15.04089,0
1994,1,15.04089,0
1994,0,30.21607,1
1994,1,19.74117,0
1994,1,15.86344,0
1994,0,29.61175,1
1994,1,14.064,0
1994,0,21.15125,1
1994,1,13.95983,0
1994,0,35.68457,1
1994,0,25.91028,1
1994,1,8.4605,0
1994,0,3.021607,1
1994,0,10.86771,1
1994,0,7.210654,1
1994,1,13.16078,0
1994,0,14.0127,1
1994,0,14.27709,1
1994,0,15.33466,1
1994,1,11.28067,0
1994,0,11.28067,1
1994,1,18.50735,0
1994,1,16.39222,0
1994,1,10.40641,0
1994,1,8.989282,0
1994,0,21.51593,1
1994,0,23.11881,1
1994,0,15.39811,1
1994,0,13.28102,1
1994,1,8.4605,0
1994,0,4.23025,1
1994,1,10.63606,0
1994,0,13.74831,1
1994,0,24.46195,1
1994,0,3.3842,1
1994,0,9.694323,1
1994,0,6.53766,1
1994,0,8.466358,1
1994,0,16.921,1
1994,0,29.08297,1
1994,1,14.80588,0
1994,0,20.09369,1
1994,0,13.27241,1
1994,0,15.44041,1
1994,1,15.98095,0
1994,0,25.3815,1
1994,0,11.89758,1
1994,0,32.90195,1
1994,0,24.53545,1
1994,0,12.69075,1
1994,1,7.931719,0
1994,0,31.72688,1
1994,0,17.71417,1
1994,0,7.61445,1
1994,1,20.2016,0
1994,1,7.939854,0
1994,1,12.00476,0
1994,0,9.581516,1
1994,0,15.98095,1
1994,1,16.921,0
1994,1,9.30655,0
1994,0,9.870584,1
1994,1,31.72688,0
1994,0,23.50139,1
1994,0,13.56439,1
1994,1,12.77888,0
1994,1,13.89939,0
1994,1,15.86344,0
1994,0,13.95983,1
1994,1,12.37348,0
1994,1,10.86117,0
1994,1,17.03851,0
1994,0,12.69075,1
1994,1,12.69075,0
1994,1,6.521636,0
1994,0,9.729576,1
1994,0,12.69075,1
1994,0,14.75669,1
1994,0,31.72688,1
1994,1,10.57563,0
1994,1,17.97856,0
1994,1,13.74831,0
1994,0,10.99865,1
1994,1,22.20881,0
1994,0,23.79516,1
1994,0,11.42167,1
1994,1,10.57563,0
1994,1,15.86344,0
1994,1,10.57563,0
1994,0,14.10083,1
1994,0,26.43906,1
1994,1,21.15125,0
1994,0,30.08178,1
1994,1,31.72688,0
1994,1,12.66643,0
1994,0,20.3052,1
1994,1,12.88904,0
1994,0,17.25942,1
1994,1,11.42167,0
1994,0,32.0794,1
1994,0,17.97856,1
1994,0,21.15125,1
1994,0,13.21953,1
1994,0,16.45097,1
